"CAL_MONTH_KEY","INDEX_NAME","AVG_ADJ_CLOSE","FED_FUNDS","FED_FUNDS_LAG1","FED_FUNDS_CHG","FED_FUNDS_PCT_CHG","FED_FUNDS_PCT_CHG_SMA","INFLATION","INFLATION_LAG1","INFLATION_CHG","INFLATION_PCT_CHG","INFLATION_PCT_CHG_SMA","UNEMPLOYMENT","UNEMPLOYMENT_LAG1","UNEMPLOYMENT_CHG","UNEMPLOYMENT_PCT_CHG","UNEMPLOYMENT_PCT_CHG_SMA"
201411,"S&P 500",2044.57,0.09,0.09,0,0,0,1.69,1.71,-0.02,-0.01,-0.01,5.8,5.7,0.1,0.02,-0.02
201412,"S&P 500",2054.27,0.12,0.09,0.03,0.33,0.11,1.66,1.69,-0.03,-0.02,-0.02,5.6,5.8,-0.2,-0.03,-0.02
201501,"S&P 500",2028.18,0.11,0.12,-0.01,-0.08,0.08,1.56,1.66,-0.1,-0.06,-0.03,5.7,5.6,0.1,0.02,0
201502,"S&P 500",2082.2,0.11,0.11,0,0,0.08,1.61,1.56,0.05,0.03,-0.02,5.5,5.7,-0.2,-0.04,-0.02
201503,"S&P 500",2079.99,0.11,0.11,0,0,-0.03,1.61,1.61,0,0,-0.01,5.4,5.5,-0.1,-0.02,-0.01
201504,"S&P 500",2094.86,0.12,0.11,0.01,0.09,0.03,1.61,1.61,0,0,0.01,5.4,5.4,0,0,-0.02
201505,"S&P 500",2111.94,0.12,0.12,0,0,0.03,1.6,1.61,-0.01,-0.01,0,5.6,5.4,0.2,0.04,0.01
201506,"S&P 500",2099.28,0.13,0.12,0.01,0.08,0.06,1.62,1.6,0.02,0.01,0,5.3,5.6,-0.3,-0.05,-0.01
201507,"S&P 500",2094.14,0.13,0.13,0,0,0.03,1.59,1.62,-0.03,-0.02,0,5.2,5.3,-0.1,-0.02,-0.01
201508,"S&P 500",2039.87,0.14,0.13,0.01,0.08,0.05,1.63,1.59,0.04,0.03,0.01,5.1,5.2,-0.1,-0.02,-0.03
201509,"S&P 500",1944.4,0.14,0.14,0,0,0.03,1.62,1.63,-0.01,-0.01,0,5,5.1,-0.1,-0.02,-0.02
201510,"S&P 500",2024.81,0.12,0.14,-0.02,-0.14,-0.02,1.57,1.62,-0.05,-0.03,0,5,5,0,0,-0.01
201511,"S&P 500",2080.62,0.12,0.12,0,0,-0.05,1.53,1.57,-0.04,-0.03,-0.02,5.1,5,0.1,0.02,0
201512,"S&P 500",2054.08,0.24,0.12,0.12,1,0.29,1.52,1.53,-0.01,-0.01,-0.02,5,5.1,-0.1,-0.02,0
201601,"S&P 500",1918.6,0.34,0.24,0.1,0.42,0.47,1.64,1.52,0.12,0.08,0.02,4.8,5,-0.2,-0.04,-0.01
201602,"S&P 500",1904.42,0.38,0.34,0.04,0.12,0.51,1.64,1.64,0,0,0.02,4.9,4.8,0.1,0.02,-0.01
201603,"S&P 500",2021.95,0.36,0.38,-0.02,-0.05,0.16,1.63,1.64,-0.01,-0.01,0.02,5,4.9,0.1,0.02,0
201604,"S&P 500",2075.54,0.37,0.36,0.01,0.03,0.03,1.68,1.63,0.05,0.03,0.01,5.1,5,0.1,0.02,0.02
201605,"S&P 500",2065.55,0.37,0.37,0,0,-0.01,1.7,1.68,0.02,0.01,0.01,4.8,5.1,-0.3,-0.06,-0.01
201606,"S&P 500",2083.89,0.38,0.37,0.01,0.03,0.02,1.69,1.7,-0.01,-0.01,0.01,4.9,4.8,0.1,0.02,-0.01
201607,"S&P 500",2148.9,0.39,0.38,0.01,0.03,0.02,1.73,1.69,0.04,0.02,0.01,4.8,4.9,-0.1,-0.02,-0.02
201608,"S&P 500",2177.48,0.4,0.39,0.01,0.03,0.03,1.77,1.73,0.04,0.02,0.01,4.9,4.8,0.1,0.02,0.01
201609,"S&P 500",2157.69,0.4,0.4,0,0,0.02,1.79,1.77,0.02,0.01,0.02,5,4.9,0.1,0.02,0.01
201610,"S&P 500",2143.02,0.4,0.4,0,0,0.01,1.86,1.79,0.07,0.04,0.02,4.9,5,-0.1,-0.02,0.01
201611,"S&P 500",2164.99,0.41,0.4,0.01,0.03,0.01,1.89,1.86,0.03,0.02,0.02,4.7,4.9,-0.2,-0.04,-0.01
201612,"S&P 500",2246.63,0.54,0.41,0.13,0.32,0.11,1.94,1.89,0.05,0.03,0.03,4.7,4.7,0,0,-0.02
201701,"S&P 500",2275.12,0.65,0.54,0.11,0.2,0.18,2.01,1.94,0.07,0.04,0.03,4.7,4.7,0,0,-0.01
201702,"S&P 500",2329.91,0.66,0.65,0.01,0.02,0.18,1.96,2.01,-0.05,-0.02,0.01,4.6,4.7,-0.1,-0.02,-0.01
201703,"S&P 500",2366.82,0.79,0.66,0.13,0.2,0.14,1.91,1.96,-0.05,-0.03,0,4.4,4.6,-0.2,-0.04,-0.02
201704,"S&P 500",2359.31,0.9,0.79,0.11,0.14,0.12,1.85,1.91,-0.06,-0.03,-0.03,4.5,4.4,0.1,0.02,-0.01
201705,"S&P 500",2395.35,0.91,0.9,0.01,0.01,0.12,1.78,1.85,-0.07,-0.04,-0.03,4.4,4.5,-0.1,-0.02,-0.01
201706,"S&P 500",2433.99,1.04,0.91,0.13,0.14,0.1,1.79,1.78,0.01,0.01,-0.02,4.3,4.4,-0.1,-0.02,-0.01
201707,"S&P 500",2454.1,1.15,1.04,0.11,0.11,0.09,1.72,1.79,-0.07,-0.04,-0.02,4.3,4.3,0,0,-0.01
201708,"S&P 500",2456.22,1.16,1.15,0.01,0.01,0.09,1.71,1.72,-0.01,-0.01,-0.01,4.4,4.3,0.1,0.02,0
201709,"S&P 500",2492.84,1.15,1.16,-0.01,-0.01,0.04,1.71,1.71,0,0,-0.01,4.2,4.4,-0.2,-0.05,-0.01
201710,"S&P 500",2557,1.15,1.15,0,0,0,1.73,1.71,0.02,0.01,0,4.1,4.2,-0.1,-0.02,-0.02
201711,"S&P 500",2593.61,1.16,1.15,0.01,0.01,0,1.74,1.73,0.01,0.01,0.01,4.2,4.1,0.1,0.02,-0.01
201712,"S&P 500",2664.34,1.3,1.16,0.14,0.12,0.04,1.77,1.74,0.03,0.02,0.01,4.1,4.2,-0.1,-0.02,-0.01
201801,"S&P 500",2789.8,1.41,1.3,0.11,0.08,0.07,1.78,1.77,0.01,0.01,0.01,4,4.1,-0.1,-0.02,-0.01
201802,"S&P 500",2705.16,1.42,1.41,0.01,0.01,0.07,1.82,1.78,0.04,0.02,0.02,4.1,4,0.1,0.03,-0.01
201803,"S&P 500",2702.77,1.51,1.42,0.09,0.06,0.05,1.85,1.82,0.03,0.02,0.01,4,4.1,-0.1,-0.02,-0.01
201804,"S&P 500",2653.63,1.69,1.51,0.18,0.12,0.06,1.87,1.85,0.02,0.01,0.02,4,4,0,0,0
201805,"S&P 500",2701.49,1.7,1.69,0.01,0.01,0.06,1.99,1.87,0.12,0.06,0.03,3.8,4,-0.2,-0.05,-0.02
201806,"S&P 500",2754.35,1.82,1.7,0.12,0.07,0.07,2.02,1.99,0.03,0.02,0.03,4,3.8,0.2,0.05,0
201807,"S&P 500",2755.48,1.91,1.82,0.09,0.05,0.04,2.07,2.02,0.05,0.02,0.03,3.8,4,-0.2,-0.05,-0.02
